Year,State,District,Crop,Season,Area,Production
1998,BIHAR                         ,PALAMAU,Bajra,Kharif,101,50
1998,BIHAR                         ,PALAMAU,Barley,Rabi,5780,5901
1998,BIHAR                         ,PALAMAU,Coriander,Whole year,19,12
1998,BIHAR                         ,PALAMAU,Dry chillies,Whole year,43,26
1998,BIHAR                         ,PALAMAU,Garlic,Whole year,49,71
1998,BIHAR                         ,PALAMAU,Gram,Rabi,6826,6478
1998,BIHAR                         ,PALAMAU,Groundnut,Kharif,443,817
1998,BIHAR                         ,PALAMAU,Jowar,Kharif,385,206
1998,BIHAR                         ,PALAMAU,Linseed,Rabi,1952,1441
1998,BIHAR                         ,PALAMAU,Maize,Kharif,20549,14743
1998,BIHAR                         ,PALAMAU,Maize,Rabi,37,110
1998,BIHAR                         ,PALAMAU,Maize,Summer,44,87
1998,BIHAR                         ,PALAMAU,Niger seed,Kharif,2637,1609
1998,BIHAR                         ,PALAMAU,Onion,Whole year,600,4518
1998,BIHAR                         ,PALAMAU,Other  Rabi pulses,Rabi,5199,4411
1998,BIHAR                         ,PALAMAU,Other Kharif pulses,Kharif,16589,11503
1998,BIHAR                         ,PALAMAU,Potato,Whole year,3791,35288
1998,BIHAR                         ,PALAMAU,Ragi,Whole year,1515,2157
1998,BIHAR                         ,PALAMAU,Rapeseed &Mustard,Rabi,1859,1422
1998,BIHAR                         ,PALAMAU,Rice,Summer,128,193
1998,BIHAR                         ,PALAMAU,Rice,Winter,59524,50537
1998,BIHAR                         ,PALAMAU,Sannhamp,Whole year,105,29
1998,BIHAR                         ,PALAMAU,Sesamum,Kharif,7563,2466
1998,BIHAR                         ,PALAMAU,Small millets,Kharif,4920,2558
1998,BIHAR                         ,PALAMAU,Sugarcane,Whole year,685,10365
1998,BIHAR                         ,PALAMAU,Sunflower,Kharif,13,10
1998,BIHAR                         ,PALAMAU,Sweet potato,Whole year,27,292
1998,BIHAR                         ,PALAMAU,Turmeric,Whole year,1,1
1998,BIHAR                         ,PALAMAU,Wheat,Rabi,12978,18307
1998,BIHAR                         ,PATNA,Arhar,Kharif,1697,2579
1998,BIHAR                         ,PATNA,Barley,Rabi,897,1683
1998,BIHAR                         ,PATNA,Castor seed,Kharif,50,42
1998,BIHAR                         ,PATNA,Coriander,Whole year,140,86
1998,BIHAR                         ,PATNA,Dry chillies,Whole year,410,640
1998,BIHAR                         ,PATNA,Garlic,Whole year,4,6
1998,BIHAR                         ,PATNA,Gram,Rabi,9802,16644
1998,BIHAR                         ,PATNA,Jowar,Kharif,7,8
1998,BIHAR                         ,PATNA,Linseed,Rabi,265,131
1998,BIHAR                         ,PATNA,Maize,Kharif,4727,10375
1998,BIHAR                         ,PATNA,Maize,Rabi,674,2011
1998,BIHAR                         ,PATNA,Maize,Summer,2276,7410
1998,BIHAR                         ,PATNA,Onion,Whole year,1324,12406
1998,BIHAR                         ,PATNA,Other  Rabi pulses,Rabi,56102,83142
1998,BIHAR                         ,PATNA,Other Kharif pulses,Kharif,26,14
1998,BIHAR                         ,PATNA,Potato,Whole year,7147,86719
1998,BIHAR                         ,PATNA,Ragi,Whole year,620,528
1998,BIHAR                         ,PATNA,Rapeseed &Mustard,Rabi,1771,1612
1998,BIHAR                         ,PATNA,Rice,Summer,25,56
1998,BIHAR                         ,PATNA,Rice,Winter,112521,286139
1998,BIHAR                         ,PATNA,Sannhamp,Whole year,5,3
1998,BIHAR                         ,PATNA,Small millets,Kharif,5,5
1998,BIHAR                         ,PATNA,Sugarcane,Whole year,380,8930
1998,BIHAR                         ,PATNA,Sunflower,Kharif,42,33
1998,BIHAR                         ,PATNA,Sweet potato,Whole year,5,54
1998,BIHAR                         ,PATNA,Wheat,Rabi,62838,157981
1998,BIHAR                         ,PURNIA,Arhar,Kharif,247,372
1998,BIHAR                         ,PURNIA,Banana,Whole year,1622,27023
1998,BIHAR                         ,PURNIA,Barley,Rabi,88,102
1998,BIHAR                         ,PURNIA,Coriander,Whole year,67,41
1998,BIHAR                         ,PURNIA,Dry chillies,Whole year,79,74
1998,BIHAR                         ,PURNIA,Dry ginger,Kharif,17,24
1998,BIHAR                         ,PURNIA,Garlic,Whole year,124,180
1998,BIHAR                         ,PURNIA,Gram,Rabi,142,130
1998,BIHAR                         ,PURNIA,Jute,Kharif,35627,168634
1998,BIHAR                         ,PURNIA,Linseed,Rabi,1423,896
1998,BIHAR                         ,PURNIA,Maize,Kharif,6927,5692
1998,BIHAR                         ,PURNIA,Maize,Rabi,9224,19970
1998,BIHAR                         ,PURNIA,Maize,Summer,14976,47497
1998,BIHAR                         ,PURNIA,Mesta,Kharif,2463,15448
1998,BIHAR                         ,PURNIA,Niger seed,Kharif,34,21
1998,BIHAR                         ,PURNIA,Onion,Whole year,377,3370
1998,BIHAR                         ,PURNIA,Other  Rabi pulses,Rabi,14989,8828
1998,BIHAR                         ,PURNIA,Other Kharif pulses,Kharif,4099,2616
1998,BIHAR                         ,PURNIA,Potato,Whole year,6523,54020
1998,BIHAR                         ,PURNIA,Ragi,Whole year,44,27
1998,BIHAR                         ,PURNIA,Rapeseed &Mustard,Rabi,4068,2900
1998,BIHAR                         ,PURNIA,Rice,Summer,18535,45627
1998,BIHAR                         ,PURNIA,Rice,Winter,80680,84100
1998,BIHAR                         ,PURNIA,Sesamum,Kharif,42,22
1998,BIHAR                         ,PURNIA,Sugarcane,Whole year,292,11930
1998,BIHAR                         ,PURNIA,Sunflower,Kharif,1927,971
1998,BIHAR                         ,PURNIA,Sweet potato,Whole year,105,1135
1998,BIHAR                         ,PURNIA,Tobacco,Whole year,133,101
1998,BIHAR                         ,PURNIA,Turmeric,Whole year,142,282
1998,BIHAR                         ,PURNIA,Wheat,Rabi,54728,103573
1998,BIHAR                         ,RANCHI,Arhar,Kharif,1925,2389
1998,BIHAR                         ,RANCHI,Bajra,Kharif,341,201
1998,BIHAR                         ,RANCHI,Barley,Rabi,20,23
1998,BIHAR                         ,RANCHI,Coriander,Whole year,7,9
1998,BIHAR                         ,RANCHI,Dry chillies,Whole year,88,83
1998,BIHAR                         ,RANCHI,Dry ginger,Kharif,35,56
1998,BIHAR                         ,RANCHI,Garlic,Whole year,190,352
1998,BIHAR                         ,RANCHI,Gram,Rabi,918,109
1998,BIHAR                         ,RANCHI,Groundnut,Kharif,513,640
1998,BIHAR                         ,RANCHI,Jowar,Kharif,49,46
1998,BIHAR                         ,RANCHI,Linseed,Rabi,30,24
1998,BIHAR                         ,RANCHI,Maize,Kharif,4988,7527
1998,BIHAR                         ,RANCHI,Maize,Summer,250,619
1998,BIHAR                         ,RANCHI,Mesta,Kharif,6,37
1998,BIHAR                         ,RANCHI,Niger seed,Kharif,4053,2472
1998,BIHAR                         ,RANCHI,Onion,Whole year,532,6544
1998,BIHAR                         ,RANCHI,Other  Rabi pulses,Rabi,1432,1016
1998,BIHAR                         ,RANCHI,Other Kharif pulses,Kharif,12430,6954
1998,BIHAR                         ,RANCHI,Potato,Whole year,5430,55885
1998,BIHAR                         ,RANCHI,Ragi,Whole year,13318,10042
1998,BIHAR                         ,RANCHI,Rapeseed &Mustard,Rabi,397,234
1998,BIHAR                         ,RANCHI,Rice,Summer,1090,2302
1998,BIHAR                         ,RANCHI,Rice,Winter,137903,181585
1998,BIHAR                         ,RANCHI,Safflower,Rabi,8,5
1998,BIHAR                         ,RANCHI,Sannhamp,Whole year,335,211
1998,BIHAR                         ,RANCHI,Sesamum,Kharif,50,26
1998,BIHAR                         ,RANCHI,Small millets,Kharif,3958,2058
1998,BIHAR                         ,RANCHI,Sunflower,Kharif,3,2
1998,BIHAR                         ,RANCHI,Sweet potato,Whole year,2316,25036
1998,BIHAR                         ,RANCHI,Tobacco,Whole year,11,8
1998,BIHAR                         ,RANCHI,Turmeric,Whole year,2,2
1998,BIHAR                         ,RANCHI,Wheat,Rabi,3760,7756
1998,BIHAR                         ,ROHTAS,Arhar,Kharif,1330,2201
1998,BIHAR                         ,ROHTAS,Bajra,Kharif,38,22
1998,BIHAR                         ,ROHTAS,Barley,Rabi,2702,3545
1998,BIHAR                         ,ROHTAS,Coriander,Whole year,45,28
1998,BIHAR                         ,ROHTAS,Dry chillies,Whole year,262,296
1998,BIHAR                         ,ROHTAS,Garlic,Whole year,40,58
1998,BIHAR                         ,ROHTAS,Gram,Rabi,5767,5069
1998,BIHAR                         ,ROHTAS,Groundnut,Kharif,6,3
1998,BIHAR                         ,ROHTAS,Jowar,Kharif,13,14
1998,BIHAR                         ,ROHTAS,Linseed,Rabi,2962,1463
1998,BIHAR                         ,ROHTAS,Maize,Kharif,254,492
1998,BIHAR                         ,ROHTAS,Maize,Rabi,5,15
1998,BIHAR                         ,ROHTAS,Maize,Summer,21,70
1998,BIHAR                         ,ROHTAS,Mesta,Kharif,21,131
1998,BIHAR                         ,ROHTAS,Onion,Whole year,288,2517
1998,BIHAR                         ,ROHTAS,Other  Rabi pulses,Rabi,18219,12393
1998,BIHAR                         ,ROHTAS,Other Kharif pulses,Kharif,406,234
1998,BIHAR                         ,ROHTAS,Potato,Whole year,2461,35485
1998,BIHAR                         ,ROHTAS,Ragi,Whole year,61,52
1998,BIHAR                         ,ROHTAS,Rapeseed &Mustard,Rabi,2992,1622
1998,BIHAR                         ,ROHTAS,Rice,Summer,504,976
1998,BIHAR                         ,ROHTAS,Rice,Winter,209869,508689
1998,BIHAR                         ,ROHTAS,Sannhamp,Whole year,5,5
1998,BIHAR                         ,ROHTAS,Sesamum,Kharif,172,106
1998,BIHAR                         ,ROHTAS,Small millets,Kharif,7,4
1998,BIHAR                         ,ROHTAS,Sugarcane,Whole year,597,13696
1998,BIHAR                         ,ROHTAS,Sunflower,Kharif,10,8
1998,BIHAR                         ,ROHTAS,Sweet potato,Whole year,13,141
1998,BIHAR                         ,ROHTAS,Turmeric,Whole year,1,1
1998,BIHAR                         ,ROHTAS,Wheat,Rabi,121036,266360
1998,BIHAR                         ,SAHARSA,Arhar,Kharif,8,10
1998,BIHAR                         ,SAHARSA,Banana,Whole year,35,261
1998,BIHAR                         ,SAHARSA,Barley,Rabi,130,150
1998,BIHAR                         ,SAHARSA,Coriander,Whole year,48,33
1998,BIHAR                         ,SAHARSA,Dry chillies,Whole year,6,8
1998,BIHAR                         ,SAHARSA,Dry ginger,Kharif,1,1
1998,BIHAR                         ,SAHARSA,Garlic,Whole year,24,36
1998,BIHAR                         ,SAHARSA,Gram,Rabi,10,11
1998,BIHAR                         ,SAHARSA,Jute,Kharif,279,1945
1998,BIHAR                         ,SAHARSA,Linseed,Rabi,1035,791
1998,BIHAR                         ,SAHARSA,Maize,Kharif,9009,11279
1998,BIHAR                         ,SAHARSA,Maize,Rabi,10910,18165
1998,BIHAR                         ,SAHARSA,Maize,Summer,18254,38449
1998,BIHAR                         ,SAHARSA,Mesta,Kharif,237,1809
1998,BIHAR                         ,SAHARSA,Onion,Whole year,187,1672
1998,BIHAR                         ,SAHARSA,Other  Rabi pulses,Rabi,32313,24581
1998,BIHAR                         ,SAHARSA,Other Kharif pulses,Kharif,1998,1429
1998,BIHAR                         ,SAHARSA,Potato,Whole year,857,4646
1998,BIHAR                         ,SAHARSA,Ragi,Whole year,1701,1488
1998,BIHAR                         ,SAHARSA,Rapeseed &Mustard,Rabi,654,328
1998,BIHAR                         ,SAHARSA,Rice,Summer,9563,12907
1998,BIHAR                         ,SAHARSA,Rice,Winter,76392,71261
1998,BIHAR                         ,SAHARSA,Sannhamp,Whole year,112,50
1998,BIHAR                         ,SAHARSA,Sesamum,Kharif,5,3
1998,BIHAR                         ,SAHARSA,Small millets,Kharif,128,67
1998,BIHAR                         ,SAHARSA,Sugarcane,Whole year,51,2452
1998,BIHAR                         ,SAHARSA,Sunflower,Kharif,2165,1873
1998,BIHAR                         ,SAHARSA,Sweet potato,Whole year,20,198
1998,BIHAR                         ,SAHARSA,Turmeric,Whole year,10,11
1998,BIHAR                         ,SAHARSA,Wheat,Rabi,50608,83620
1998,BIHAR                         ,SAHEBGANJ,Arhar,Kharif,244,262
1998,BIHAR                         ,SAHEBGANJ,Bajra,Kharif,496,292
1998,BIHAR                         ,SAHEBGANJ,Barley,Rabi,349,403
1998,BIHAR                         ,SAHEBGANJ,Coriander,Whole year,3,2
1998,BIHAR                         ,SAHEBGANJ,Garlic,Whole year,1,1
1998,BIHAR                         ,SAHEBGANJ,Gram,Rabi,918,719
1998,BIHAR                         ,SAHEBGANJ,Linseed,Rabi,714,450
1998,BIHAR                         ,SAHEBGANJ,Maize,Kharif,2412,3667
1998,BIHAR                         ,SAHEBGANJ,Maize,Rabi,1,3
1998,BIHAR                         ,SAHEBGANJ,Maize,Summer,9,19
1998,BIHAR                         ,SAHEBGANJ,Mesta,Kharif,203,1263
1998,BIHAR                         ,SAHEBGANJ,Niger seed,Kharif,6,4
1998,BIHAR                         ,SAHEBGANJ,Onion,Whole year,48,429
1998,BIHAR                         ,SAHEBGANJ,Other  Rabi pulses,Rabi,2171,1657
1998,BIHAR                         ,SAHEBGANJ,Other Kharif pulses,Kharif,1303,774
1998,BIHAR                         ,SAHEBGANJ,Potato,Whole year,331,3341
1998,BIHAR                         ,SAHEBGANJ,Ragi,Whole year,101,86
1998,BIHAR                         ,SAHEBGANJ,Rapeseed &Mustard,Rabi,876,849
1998,BIHAR                         ,SAHEBGANJ,Rice,Summer,457,621
1998,BIHAR                         ,SAHEBGANJ,Rice,Winter,32041,51404
1998,BIHAR                         ,SAHEBGANJ,Sesamum,Kharif,33,17
1998,BIHAR                         ,SAHEBGANJ,Small millets,Kharif,105,56
1998,BIHAR                         ,SAHEBGANJ,Wheat,Rabi,2382,4936
1998,BIHAR                         ,SAMASTIPUR,Arhar,Kharif,2100,2421
1998,BIHAR                         ,SAMASTIPUR,Banana,Whole year,1609,13435
1998,BIHAR                         ,SAMASTIPUR,Barley,Rabi,148,171
1998,BIHAR                         ,SAMASTIPUR,Castor seed,Kharif,167,139
1998,BIHAR                         ,SAMASTIPUR,Coriander,Whole year,138,84
1998,BIHAR                         ,SAMASTIPUR,Dry chillies,Whole year,327,239
1998,BIHAR                         ,SAMASTIPUR,Dry ginger,Kharif,6,8
1998,BIHAR                         ,SAMASTIPUR,Garlic,Whole year,239,347
1998,BIHAR                         ,SAMASTIPUR,Gram,Rabi,3228,3622
1998,BIHAR                         ,SAMASTIPUR,Jute,Kharif,73,347
1998,BIHAR                         ,SAMASTIPUR,Linseed,Rabi,389,323
1998,BIHAR                         ,SAMASTIPUR,Maize,Kharif,16592,25239
1998,BIHAR                         ,SAMASTIPUR,Maize,Rabi,25204,99682
1998,BIHAR                         ,SAMASTIPUR,Maize,Summer,5243,8340
1998,BIHAR                         ,SAMASTIPUR,Mesta,Kharif,1193,6064
1998,BIHAR                         ,SAMASTIPUR,Niger seed,Kharif,14,9
1998,BIHAR                         ,SAMASTIPUR,Onion,Whole year,634,7887
1998,BIHAR                         ,SAMASTIPUR,Other  Rabi pulses,Rabi,14287,8095
1998,BIHAR                         ,SAMASTIPUR,Other Kharif pulses,Kharif,2013,1453
1998,BIHAR                         ,SAMASTIPUR,Potato,Whole year,9689,123677
1998,BIHAR                         ,SAMASTIPUR,Ragi,Whole year,1015,937
1998,BIHAR                         ,SAMASTIPUR,Rapeseed &Mustard,Rabi,5822,5207
1998,BIHAR                         ,SAMASTIPUR,Rice,Summer,2188,2574
1998,BIHAR                         ,SAMASTIPUR,Rice,Winter,56336,53033
1998,BIHAR                         ,SAMASTIPUR,Safflower,Rabi,13,7
1998,BIHAR                         ,SAMASTIPUR,Sannhamp,Whole year,65,56
1998,BIHAR                         ,SAMASTIPUR,Sesamum,Kharif,445,451
1998,BIHAR                         ,SAMASTIPUR,Small millets,Kharif,187,143
1998,BIHAR                         ,SAMASTIPUR,Sugarcane,Whole year,2914,78806
1998,BIHAR                         ,SAMASTIPUR,Sunflower,Kharif,354,217
1998,BIHAR                         ,SAMASTIPUR,Sweet potato,Whole year,691,7470
1998,BIHAR                         ,SAMASTIPUR,Tobacco,Whole year,7506,5727
1998,BIHAR                         ,SAMASTIPUR,Turmeric,Whole year,1292,1276
1998,BIHAR                         ,SAMASTIPUR,Wheat,Rabi,51874,108796
1998,BIHAR                         ,SARAN,Arhar,Kharif,1798,2391
1998,BIHAR                         ,SARAN,Bajra,Kharif,27,7
1998,BIHAR                         ,SARAN,Banana,Whole year,46,838
1998,BIHAR                         ,SARAN,Barley,Rabi,463,601
1998,BIHAR                         ,SARAN,Coriander,Whole year,3,2
1998,BIHAR                         ,SARAN,Dry chillies,Whole year,6,6
1998,BIHAR                         ,SARAN,Garlic,Whole year,24,15
1998,BIHAR                         ,SARAN,Gram,Rabi,272,208
1998,BIHAR                         ,SARAN,Linseed,Rabi,104,77
1998,BIHAR                         ,SARAN,Maize,Kharif,18179,8284
1998,BIHAR                         ,SARAN,Maize,Rabi,5294,17507
1998,BIHAR                         ,SARAN,Maize,Summer,4688,4871
1998,BIHAR                         ,SARAN,Mesta,Kharif,22,137
1998,BIHAR                         ,SARAN,Onion,Whole year,297,2079
1998,BIHAR                         ,SARAN,Other  Rabi pulses,Rabi,5522,4136
1998,BIHAR                         ,SARAN,Other Kharif pulses,Kharif,540,323
1998,BIHAR                         ,SARAN,Potato,Whole year,6544,44399
1998,BIHAR                         ,SARAN,Ragi,Whole year,618,336
1998,BIHAR                         ,SARAN,Rapeseed &Mustard,Rabi,3144,3597
1998,BIHAR                         ,SARAN,Rice,Summer,45,100
1998,BIHAR                         ,SARAN,Rice,Winter,77562,97032
1998,BIHAR                         ,SARAN,Small millets,Kharif,1185,1117
1998,BIHAR                         ,SARAN,Sugarcane,Whole year,286,9789
1998,BIHAR                         ,SARAN,Sunflower,Kharif,4,3
1998,BIHAR                         ,SARAN,Sweet potato,Whole year,68,735
1998,BIHAR                         ,SARAN,Wheat,Rabi,88696,220061
1998,BIHAR                         ,SHIVHAR,Arhar,Kharif,317,559
1998,BIHAR                         ,SHIVHAR,Banana,Whole year,170,4029
1998,BIHAR                         ,SHIVHAR,Barley,Rabi,37,53
1998,BIHAR                         ,SHIVHAR,Coriander,Whole year,17,7
1998,BIHAR                         ,SHIVHAR,Garlic,Whole year,19,28
1998,BIHAR                         ,SHIVHAR,Groundnut,Kharif,140,167
1998,BIHAR                         ,SHIVHAR,Linseed,Rabi,537,299
1998,BIHAR                         ,SHIVHAR,Maize,Kharif,318,545
1998,BIHAR                         ,SHIVHAR,Maize,Rabi,830,1529
1998,BIHAR                         ,SHIVHAR,Maize,Summer,807,1721
1998,BIHAR                         ,SHIVHAR,Onion,Whole year,86,423
1998,BIHAR                         ,SHIVHAR,Other  Rabi pulses,Rabi,2077,1210
1998,BIHAR                         ,SHIVHAR,Potato,Whole year,436,3462
1998,BIHAR                         ,SHIVHAR,Ragi,Whole year,35,45
1998,BIHAR                         ,SHIVHAR,Rapeseed &Mustard,Rabi,398,186
1998,BIHAR                         ,SHIVHAR,Rice,Summer,62,115
1998,BIHAR                         ,SHIVHAR,Rice,Winter,18449,15898
1998,BIHAR                         ,SHIVHAR,Sesamum,Kharif,37,19
1998,BIHAR                         ,SHIVHAR,Small millets,Kharif,10,4
1998,BIHAR                         ,SHIVHAR,Sugarcane,Whole year,1347,64049
1998,BIHAR                         ,SHIVHAR,Sweet potato,Whole year,56,605
1998,BIHAR                         ,SHIVHAR,Tobacco,Whole year,54,41
1998,BIHAR                         ,SHIVHAR,Turmeric,Whole year,8,8
1998,BIHAR                         ,SHIVHAR,Wheat,Rabi,11874,19040
1998,BIHAR                         ,SHKHPURA,Arhar,Kharif,115,154
1998,BIHAR                         ,SHKHPURA,Barley,Rabi,60,59
1998,BIHAR                         ,SHKHPURA,Gram,Rabi,950,903
1998,BIHAR                         ,SHKHPURA,Linseed,Rabi,135,74
1998,BIHAR                         ,SHKHPURA,Maize,Kharif,507,242
1998,BIHAR                         ,SHKHPURA,Maize,Rabi,71,254
1998,BIHAR                         ,SHKHPURA,Maize,Summer,74,128
1998,BIHAR                         ,SHKHPURA,Onion,Whole year,647,9796
1998,BIHAR                         ,SHKHPURA,Other  Rabi pulses,Rabi,3384,3075
1998,BIHAR                         ,SHKHPURA,Other Kharif pulses,Kharif,2,2
1998,BIHAR                         ,SHKHPURA,Potato,Whole year,823,7860
1998,BIHAR                         ,SHKHPURA,Rapeseed &Mustard,Rabi,374,415
1998,BIHAR                         ,SHKHPURA,Rice,Winter,22716,31641
1998,BIHAR                         ,SHKHPURA,Sannhamp,Whole year,32,9
1998,BIHAR                         ,SHKHPURA,Small millets,Kharif,8,4
1998,BIHAR                         ,SHKHPURA,Sugarcane,Whole year,64,3227
1998,BIHAR                         ,SHKHPURA,Sunflower,Kharif,15,14
1998,BIHAR                         ,SHKHPURA,Wheat,Rabi,21487,44376
1998,BIHAR                         ,SINGHBHUM,Arhar,Kharif,140,201
1998,BIHAR                         ,SINGHBHUM,Bajra,Kharif,25,15
1998,BIHAR                         ,SINGHBHUM,Gram,Rabi,57,7
1998,BIHAR                         ,SINGHBHUM,Jowar,Kharif,6,6
1998,BIHAR                         ,SINGHBHUM,Linseed,Rabi,133,105
1998,BIHAR                         ,SINGHBHUM,Maize,Kharif,741,1148
1998,BIHAR                         ,SINGHBHUM,Niger seed,Kharif,2,1
1998,BIHAR                         ,SINGHBHUM,Onion,Whole year,22,184
1998,BIHAR                         ,SINGHBHUM,Other  Rabi pulses,Rabi,73,67
1998,BIHAR                         ,SINGHBHUM,Other Kharif pulses,Kharif,567,306
1998,BIHAR                         ,SINGHBHUM,Potato,Whole year,216,2228
1998,BIHAR                         ,SINGHBHUM,Rapeseed &Mustard,Rabi,7,5
1998,BIHAR                         ,SINGHBHUM,Rice,Summer,634,936
1998,BIHAR                         ,SINGHBHUM,Rice,Winter,151513,131183
1998,BIHAR                         ,SINGHBHUM,Sannhamp,Whole year,13,9
1998,BIHAR                         ,SINGHBHUM,Small millets,Kharif,5,3
1998,BIHAR                         ,SINGHBHUM,Wheat,Rabi,270,454
1998,BIHAR                         ,SINGHBHUR(WEST),Arhar,Kharif,456,655
1998,BIHAR                         ,SINGHBHUR(WEST),Bajra,Kharif,187,110
1998,BIHAR                         ,SINGHBHUR(WEST),Barley,Rabi,10,12
1998,BIHAR                         ,SINGHBHUR(WEST),Gram,Rabi,268,32
1998,BIHAR                         ,SINGHBHUR(WEST),Groundnut,Kharif,25,31
1998,BIHAR                         ,SINGHBHUR(WEST),Jowar,Kharif,100,94
1998,BIHAR                         ,SINGHBHUR(WEST),Linseed,Rabi,1685,1331
1998,BIHAR                         ,SINGHBHUR(WEST),Maize,Kharif,2123,2821
1998,BIHAR                         ,SINGHBHUR(WEST),Maize,Summer,4,10
1998,BIHAR                         ,SINGHBHUR(WEST),Mesta,Kharif,40,249
1998,BIHAR                         ,SINGHBHUR(WEST),Niger seed,Kharif,2284,1393
1998,BIHAR                         ,SINGHBHUR(WEST),Onion,Whole year,13,109
1998,BIHAR                         ,SINGHBHUR(WEST),Other  Rabi pulses,Rabi,906,828
1998,BIHAR                         ,SINGHBHUR(WEST),Other Kharif pulses,Kharif,2937,1534
1998,BIHAR                         ,SINGHBHUR(WEST),Potato,Whole year,168,1740
1998,BIHAR                         ,SINGHBHUR(WEST),Ragi,Whole year,285,206
1998,BIHAR                         ,SINGHBHUR(WEST),Rapeseed &Mustard,Rabi,29,19
1998,BIHAR                         ,SINGHBHUR(WEST),Rice,Summer,190,232
1998,BIHAR                         ,SINGHBHUR(WEST),Rice,Winter,183465,107052
1998,BIHAR                         ,SINGHBHUR(WEST),Sannhamp,Whole year,80,50
1998,BIHAR                         ,SINGHBHUR(WEST),Sesamum,Kharif,4,2
1998,BIHAR                         ,SINGHBHUR(WEST),Small millets,Kharif,222,115
1998,BIHAR                         ,SINGHBHUR(WEST),Sunflower,Kharif,1,1
1998,BIHAR                         ,SINGHBHUR(WEST),Sweet potato,Whole year,247,2670
1998,BIHAR                         ,SINGHBHUR(WEST),Wheat,Rabi,357,634
1998,BIHAR                         ,SITAMARHI,Arhar,Kharif,889,1435
1998,BIHAR                         ,SITAMARHI,Bajra,Kharif,9,5
1998,BIHAR                         ,SITAMARHI,Banana,Whole year,326,7726
1998,BIHAR                         ,SITAMARHI,Barley,Rabi,436,624
1998,BIHAR                         ,SITAMARHI,Coriander,Whole year,44,19
1998,BIHAR                         ,SITAMARHI,Dry chillies,Whole year,36,53
1998,BIHAR                         ,SITAMARHI,Dry ginger,Kharif,12,16
1998,BIHAR                         ,SITAMARHI,Garlic,Whole year,7,10
1998,BIHAR                         ,SITAMARHI,Gram,Rabi,5,5
1998,BIHAR                         ,SITAMARHI,Jowar,Kharif,4,4
1998,BIHAR                         ,SITAMARHI,Linseed,Rabi,633,352
1998,BIHAR                         ,SITAMARHI,Maize,Kharif,1073,1509
1998,BIHAR                         ,SITAMARHI,Maize,Rabi,1712,6204
1998,BIHAR                         ,SITAMARHI,Maize,Summer,1861,3851
1998,BIHAR                         ,SITAMARHI,Mesta,Kharif,34,270
1998,BIHAR                         ,SITAMARHI,Onion,Whole year,726,3572
1998,BIHAR                         ,SITAMARHI,Other  Rabi pulses,Rabi,17600,12677
1998,BIHAR                         ,SITAMARHI,Other Kharif pulses,Kharif,286,171
1998,BIHAR                         ,SITAMARHI,Potato,Whole year,4657,37755
1998,BIHAR                         ,SITAMARHI,Ragi,Whole year,2285,3425
1998,BIHAR                         ,SITAMARHI,Rapeseed &Mustard,Rabi,977,676
1998,BIHAR                         ,SITAMARHI,Rice,Summer,1869,2116
1998,BIHAR                         ,SITAMARHI,Rice,Winter,75361,46312
1998,BIHAR                         ,SITAMARHI,Sannhamp,Whole year,63,29
1998,BIHAR                         ,SITAMARHI,Sesamum,Kharif,12,6
1998,BIHAR                         ,SITAMARHI,Small millets,Kharif,128,55
1998,BIHAR                         ,SITAMARHI,Sugarcane,Whole year,4207,163518
1998,BIHAR                         ,SITAMARHI,Sunflower,Kharif,9,12
1998,BIHAR                         ,SITAMARHI,Sweet potato,Whole year,413,4465
1998,BIHAR                         ,SITAMARHI,Tobacco,Whole year,259,198
1998,BIHAR                         ,SITAMARHI,Turmeric,Whole year,43,42
1998,BIHAR                         ,SITAMARHI,Wheat,Rabi,56547,92761
1998,BIHAR                         ,SIWAN,Arhar,Kharif,3823,6021
1998,BIHAR                         ,SIWAN,Bajra,Kharif,160,40
1998,BIHAR                         ,SIWAN,Banana,Whole year,96,1748
1998,BIHAR                         ,SIWAN,Barley,Rabi,939,1218
1998,BIHAR                         ,SIWAN,Coriander,Whole year,85,52
1998,BIHAR                         ,SIWAN,Cotton(lint),Kharif,43,88
1998,BIHAR                         ,SIWAN,Dry chillies,Whole year,72,68
1998,BIHAR                         ,SIWAN,Dry ginger,Kharif,62,87
1998,BIHAR                         ,SIWAN,Garlic,Whole year,205,127
1998,BIHAR                         ,SIWAN,Gram,Rabi,627,676
1998,BIHAR                         ,SIWAN,Jowar,Kharif,65,61
1998,BIHAR                         ,SIWAN,Linseed,Rabi,396,293
1998,BIHAR                         ,SIWAN,Maize,Kharif,13560,14837
1998,BIHAR                         ,SIWAN,Maize,Rabi,5991,11940
1998,BIHAR                         ,SIWAN,Maize,Summer,1946,2058
1998,BIHAR                         ,SIWAN,Mesta,Kharif,166,1033
1998,BIHAR                         ,SIWAN,Onion,Whole year,609,4263
1998,BIHAR                         ,SIWAN,Other  Rabi pulses,Rabi,3696,3180
1998,BIHAR                         ,SIWAN,Other Kharif pulses,Kharif,736,379
1998,BIHAR                         ,SIWAN,Potato,Whole year,5047,33572
1998,BIHAR                         ,SIWAN,Ragi,Whole year,2076,1854
1998,BIHAR                         ,SIWAN,Rapeseed &Mustard,Rabi,3095,2473
1998,BIHAR                         ,SIWAN,Rice,Summer,10,22
1998,BIHAR                         ,SIWAN,Rice,Winter,62745,84150
